config,level,round,order_index,batch_id,source_records,elapsed_ms_per_batch,compute_sum_ms_per_batch,cpu_sum_ms_per_batch,other_overhead_ms_per_batch,elapsed_ms_per_record,compute_sum_ms_per_record,other_overhead_ms_per_record,compute_A_ms_per_batch,compute_A_ms_per_record,cpu_A_ms_per_batch,compute_B_ms_per_batch,compute_B_ms_per_record,cpu_B_ms_per_batch,compute_C_ms_per_batch,compute_C_ms_per_record,cpu_C_ms_per_batch
U,1,1,0,79,4,173.712622,31.253067,31.540258,142.45955500000002,43.4281555,7.81326675,35.614888750000006,16.658873,4.16471825,16.711438,6.822329,1.70558225,6.987499,7.771865,1.94296625,7.841321000000001
U,1,1,0,80,4,181.005068,31.597906000000002,31.799177,149.407162,45.251267,7.8994765000000005,37.3517905,17.535384,4.383846,17.695446,8.00037,2.0000925,8.030756,6.062152,1.515538,6.0729750000000005
U,1,1,0,81,4,180.370486,25.733211,25.763731999999997,154.637275,45.0926215,6.43330275,38.65931875,13.19165,3.2979125,13.20173,6.150168000000001,1.5375420000000002,6.159374,6.391393,1.59784825,6.402628
U,1,1,0,82,4,163.259524,18.437474,18.594096999999998,144.82205,40.814881,4.6093685,36.2055125,6.108506,1.5271265,6.244482,6.164292,1.541073,6.174728,6.164676,1.541169,6.174887
U,1,1,0,83,4,185.090559,25.580361,25.706272000000002,159.510198,46.27263975,6.39509025,39.8775495,6.09783,1.5244575,6.148599,6.090084,1.522521,6.100787,13.392447,3.34811175,13.456886
U,1,1,0,84,4,162.559294,42.647962,42.708168,119.91133199999999,40.6398235,10.6619905,29.977832999999997,13.026497999999998,3.2566244999999996,13.043014999999999,12.629344,3.157336,12.664235,16.99212,4.24803,17.000918
U,1,1,0,85,4,150.384701,29.145791000000003,29.203767,121.23891,37.59617525,7.286447750000001,30.3097275,15.78238,3.945595,15.818288,6.087627,1.52190675,6.098908,7.275784000000001,1.8189460000000002,7.286571
U,1,1,0,86,4,159.278381,25.437854,25.879911,133.840527,39.81959525,6.3594635,33.46013175,6.0453339999999995,1.5113334999999999,6.465444,6.123448,1.530862,6.135702,13.269072,3.317268,13.278765
U,1,1,0,87,4,181.825607,23.646297,23.680061000000002,158.17931,45.45640175,5.91157425,39.5448275,6.468523,1.61713075,6.478972000000001,6.1979809999999995,1.5494952499999999,6.209103000000001,10.979793,2.74494825,10.991986
U,1,1,0,88,4,173.993669,27.408953,27.473263000000003,146.58471600000001,43.49841725,6.85223825,36.646179000000004,13.488054000000002,3.3720135000000004,13.529629,6.292982,1.5732455,6.303755000000001,7.627917,1.90697925,7.639879
U,1,1,0,89,4,136.044771,27.194804,27.55909,108.84996699999999,34.01119275,6.798701,27.212491749999998,7.466362,1.8665905,7.785973,6.579602,1.6449005,6.590728,13.14884,3.28721,13.182389
U,1,1,0,90,4,119.392849,18.351543,18.415865,101.04130599999999,29.84821225,4.58788575,25.260326499999998,6.125348000000001,1.5313370000000002,6.137584,6.12786,1.531965,6.138249999999999,6.0983350000000005,1.5245837500000001,6.1400310000000005
U,1,1,0,91,4,132.047684,28.721648000000002,28.908837,103.326036,33.011921,7.1804120000000005,25.831509,6.428699,1.60717475,6.4400960000000005,6.07717,1.5192925,6.08813,16.215779,4.05394475,16.380611
U,1,1,0,92,4,129.577864,24.879994999999997,24.91386,104.69786900000001,32.394466,6.219998749999999,26.174467250000003,6.0626169999999995,1.5156542499999999,6.073088,12.697354999999998,3.1743387499999995,12.709385,6.120023,1.53000575,6.131387
U,1,1,0,93,4,132.54452,23.426068,23.565705,109.118452,33.13613,5.856517,27.279613,6.0715189999999994,1.5178797499999999,6.08281,7.728539,1.93213475,7.8485700000000005,9.62601,2.4065025,9.634325
U,1,1,0,94,4,160.330107,19.661452,19.683752,140.668655,40.08252675,4.915363,35.16716375,10.07719,2.5192975,10.084139,4.660049999999999,1.1650124999999998,4.667223,4.924212000000001,1.2310530000000002,4.93239
U,1,1,0,95,4,197.9308,17.846346999999998,17.869049,180.084453,49.4827,4.4615867499999995,45.02111325,10.189250999999999,2.5473127499999997,10.198203,3.9004019999999997,0.9751004999999999,3.907484,3.756694,0.9391735,3.7633620000000003
U,1,1,0,96,4,179.401024,21.623424,21.641268,157.7776,44.850256,5.405856,39.4444,5.738480999999999,1.4346202499999998,5.741048,6.545691,1.63642275,6.550699,9.339252,2.334813,9.349521
U,1,1,0,97,4,206.073521,36.689879000000005,36.747028,169.383642,51.51838025,9.172469750000001,42.3459105,6.7653550000000005,1.6913387500000001,6.775947,12.430289,3.10757225,12.440345,17.494235,4.37355875,17.530735999999997
